,id,nummer,konklusion,vedtaget,kommentar,mødeid,typeid,sagstrinid,opdateringsdato,møde_titel,møde_status,møde_type,møde_periode_startdato,møde_periode_slutdato,møde_periode_type,type,sagstrin_titel,sagstrin_status,sagstrin_type,sagstrin_sag_type,sagstrin_sag_kategori,sagstrin_sag_status,sagstrin_sag_titel,sagstrin_sag_titelkort,sagstrin_periode_start,sagstrin_periode_slut,sagstrin_periode_type,merged,year
7700,7777,287,"Forslaget blev forkastet. For stemte 10 (DF og NB), imod stemte 86 (S, V, SF, RV, EL, KF, LA og UFG), hverken for eller imod stemte 0.",False,,10682,3,221477.0,2021-02-10T10:00:38.85,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at indvandringen til Danmark gennem migration og familiesammenføring efter årtiers indsats er nedbragt, men konstaterer samtidig, at samfundet i mange henseender stadigvæk påvirkes negativt af den store indvandring, der er sket siden 1983. Der er derfor behov for at fastslå, at migranter og deres familier skal vende tilbage til deres hjemlande, og regeringen skal fremme alle tiltag, der kan understøtte det.

Folketinget konstaterer endvidere, at der bor for mange med muslimsk baggrund i Danmark, der ikke ønsker eller vil tage danske værdier og traditioner til sig, men vil fastholde værdier, der ligger fjernt fra danske værdier. 

Folketinget opfordrer derfor regeringen til at tage initiativer, der understøtter, at herboende uintegrerede migranter fra især de muslimske lande, med familie, rejser hjem.","Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 10 (DF og NB), imod stemte 86 (S, V, SF, RV, EL, KF, LA og UFG), hverken for eller imod stemte 0.,Folketinget konstaterer, at indvandringen til Danmark gennem migration og familiesammenføring efter årtiers indsats er nedbragt, men konstaterer samtidig, at samfundet i mange henseender stadigvæk påvirkes negativt af den store indvandring, der er sket siden 1983. Der er derfor behov for at fastslå, at migranter og deres familier skal vende tilbage til deres hjemlande, og regeringen skal fremme alle tiltag, der kan understøtte det.

Folketinget konstaterer endvidere, at der bor for mange med muslimsk baggrund i Danmark, der ikke ønsker eller vil tage danske værdier og traditioner til sig, men vil fastholde værdier, der ligger fjernt fra danske værdier. 

Folketinget opfordrer derfor regeringen til at tage initiativer, der understøtter, at herboende uintegrerede migranter fra især de muslimske lande, med familie, rejser hjem.,Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020
7701,7778,288,"Forslaget blev forkastet. For stemte 32 (V, KF og LA), imod stemte 53 (S, SF, RV, EL og UFG), hverken for eller imod stemte 10 (DF, NB).",False,,10682,3,221483.0,2021-02-10T10:00:42.137,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at de fleste udlændinge, der er kommet til Danmark, bidrager til det danske samfund, men at indvandringen fra særligt ikkevestlige lande har skabt integrationsproblemer og parallelsamfund. 

Folketinget mener, at det er bekymrende, at regeringen har hævet ydelserne til arbejdsløse indvandrere, hvilket vil få en negativ effekt på såvel integrationen som tilstrømningen til Danmark.

Udlændinge, der kommer til Danmark, har en pligt til at tilpasse sig vores normer og kultur, lære dansk og bidrage til fællesskabet ved at uddanne sig og arbejde. 

Folketinget opfordrer regeringen til at gøre en indsats for at bekæmpe social kontrol af særligt kvinder, og at ingen chikaneres på baggrund af deres tro, seksualitet eller køn.

Folketinget mener, at der skal føres en stram og konsekvent udlændingepolitik, der sikrer sammenhængskraften i Danmark.","Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 32 (V, KF og LA), imod stemte 53 (S, SF, RV, EL og UFG), hverken for eller imod stemte 10 (DF, NB).,Folketinget konstaterer, at de fleste udlændinge, der er kommet til Danmark, bidrager til det danske samfund, men at indvandringen fra særligt ikkevestlige lande har skabt integrationsproblemer og parallelsamfund. 

Folketinget mener, at det er bekymrende, at regeringen har hævet ydelserne til arbejdsløse indvandrere, hvilket vil få en negativ effekt på såvel integrationen som tilstrømningen til Danmark.

Udlændinge, der kommer til Danmark, har en pligt til at tilpasse sig vores normer og kultur, lære dansk og bidrage til fællesskabet ved at uddanne sig og arbejde. 

Folketinget opfordrer regeringen til at gøre en indsats for at bekæmpe social kontrol af særligt kvinder, og at ingen chikaneres på baggrund af deres tro, seksualitet eller køn.

Folketinget mener, at der skal føres en stram og konsekvent udlændingepolitik, der sikrer sammenhængskraften i Danmark.,Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020
7702,7779,289,"Forslaget blev forkastet. For stemte 16 (RV, EL og UFG), imod stemte 80 (S, V, DF, SF, KF, NB og LA), hverken for eller imod stemte 0.",False,,10682,3,221513.0,2021-02-10T10:00:45.083,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at det store flertal af nye danskere er velintegrerede medborgere i Danmark og skal anerkendes som sådan. Der skal føres en udlændingepolitik, som fortsat støtter den positive udvikling af integrationen og modvirker, at der opstår parallelsamfund. Alle borgere i Danmark skal respektere frihedsrettigheder, ligestilling mellem kønnene og demokratiske principper, som er nedfældet i lov. 

Folketinget konstaterer endvidere, at regeringen og Folketinget skal arbejde for at oprette og understøtte fællesskaber, der underbygger demokratiske værdier som alternativ til de antidemokratiske og ekstremistiske religiøse såvel som højreekstreme miljøer, der forsøger at undergrave demokratiet.","Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 16 (RV, EL og UFG), imod stemte 80 (S, V, DF, SF, KF, NB og LA), hverken for eller imod stemte 0.,Folketinget konstaterer, at det store flertal af nye danskere er velintegrerede medborgere i Danmark og skal anerkendes som sådan. Der skal føres en udlændingepolitik, som fortsat støtter den positive udvikling af integrationen og modvirker, at der opstår parallelsamfund. Alle borgere i Danmark skal respektere frihedsrettigheder, ligestilling mellem kønnene og demokratiske principper, som er nedfældet i lov. 

Folketinget konstaterer endvidere, at regeringen og Folketinget skal arbejde for at oprette og understøtte fællesskaber, der underbygger demokratiske værdier som alternativ til de antidemokratiske og ekstremistiske religiøse såvel som højreekstreme miljøer, der forsøger at undergrave demokratiet.,Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020
7703,7780,290,"Forslaget blev forkastet. For stemte 8 (SF), imod stemte 87 (S, V, DF, RV, EL, KF, NB, LA og UFG), hverken for eller imod stemte 0.",False,,10682,3,221524.0,2021-02-10T10:00:47.9,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at der skal føres en udlændingepolitik, så integrationsopgaven kan håndteres og der ikke opstår parallelsamfund.

Alle borgere i Danmark skal respektere frihedsrettigheder, ligestilling mellem kønnene og demokratiske principper, som er nedfældet i lov.

Folketinget konstaterer endvidere, at regeringen og Folketinget skal arbejde for at oprette fællesskaber, der underbygger demokratiske værdier som alternativ til de antidemokratiske og ekstremistiske miljøer, der forsøger at undergrave demokratiet.","Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 8 (SF), imod stemte 87 (S, V, DF, RV, EL, KF, NB, LA og UFG), hverken for eller imod stemte 0.,Folketinget konstaterer, at der skal føres en udlændingepolitik, så integrationsopgaven kan håndteres og der ikke opstår parallelsamfund.

Alle borgere i Danmark skal respektere frihedsrettigheder, ligestilling mellem kønnene og demokratiske principper, som er nedfældet i lov.

Folketinget konstaterer endvidere, at regeringen og Folketinget skal arbejde for at oprette fællesskaber, der underbygger demokratiske værdier som alternativ til de antidemokratiske og ekstremistiske miljøer, der forsøger at undergrave demokratiet.,Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020
7704,7781,291,"Forslaget blev forkastet. For stemte 2 (UFG), imod stemte 93 (S, V, DF, SF, RV, EL, KF, NB og LA), hverken for eller imod stemte 0.",False,,10682,3,221529.0,2021-02-10T10:00:51.393,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at indvandringen er en gevinst for samfundet. Den er endvidere en nødvendighed, såfremt vi skal opretholde vores velfærdssamfund. 
Endvidere ønsker Folketinget at igangsætte tiltag, som har til hensigt at bekæmpe diskrimination og racisme og sikre, at vores mindretal beskyttes.","Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 2 (UFG), imod stemte 93 (S, V, DF, SF, RV, EL, KF, NB og LA), hverken for eller imod stemte 0.,Folketinget konstaterer, at indvandringen er en gevinst for samfundet. Den er endvidere en nødvendighed, såfremt vi skal opretholde vores velfærdssamfund. 
Endvidere ønsker Folketinget at igangsætte tiltag, som har til hensigt at bekæmpe diskrimination og racisme og sikre, at vores mindretal beskyttes.,Om regeringens værdipolitik med fokus på de udfordringer, der følger af indvandringen.",2020
7705,7782,292,"Forslaget blev vedtaget. For stemte 54 (S, SF, RV, EL og UFG), imod stemte 40 (V, DF, KF og LA), hverken for eller imod stemte 2 (NB).",True,,10682,3,221189.0,2021-02-10T10:00:55.183,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget erkender det vanskelige dilemma mellem hensynet til grundlæggende patientrettigheder som retten til aktindsigt og oplysning om, hvem der har behandlet patienten og slået op i ens private oplysninger, og på den anden side beskyttelse af oplysninger om medarbejdere, f.eks. fulde navne, så de ikke misbruges. 

Den kommende mulighed for anden entydig identifikation i journalen, f.eks. initialer frem for sundhedspersonens fulde navn, kan give en beskyttelse, men den er af hensyn til patienternes rettigheder ikke fuldkommen og kan derfor ikke stå alene. Sundheds- og Ældreministeriet følger op på, hvordan den nye mulighed bliver anvendt, og hvilken betydning den får for behandlingsforløb, behandlingsrelationen og medarbejdersikkerheden. 

Folketinget forventer, at en styrkelse og udvikling af psykiatrien vil bidrage til behandlingsforløb og dokumentpraksis, både patienter og medarbejdere kan være trygge ved.

Folketinget konstaterer, at regionerne som arbejdsgiver har ansvar for at sikre et trygt arbejdsmiljø for de ansatte i psykiatrien. ",Om identifikationsnummer for personalet i psykiatrien.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 54 (S, SF, RV, EL og UFG), imod stemte 40 (V, DF, KF og LA), hverken for eller imod stemte 2 (NB).,Folketinget erkender det vanskelige dilemma mellem hensynet til grundlæggende patientrettigheder som retten til aktindsigt og oplysning om, hvem der har behandlet patienten og slået op i ens private oplysninger, og på den anden side beskyttelse af oplysninger om medarbejdere, f.eks. fulde navne, så de ikke misbruges. 

Den kommende mulighed for anden entydig identifikation i journalen, f.eks. initialer frem for sundhedspersonens fulde navn, kan give en beskyttelse, men den er af hensyn til patienternes rettigheder ikke fuldkommen og kan derfor ikke stå alene. Sundheds- og Ældreministeriet følger op på, hvordan den nye mulighed bliver anvendt, og hvilken betydning den får for behandlingsforløb, behandlingsrelationen og medarbejdersikkerheden. 

Folketinget forventer, at en styrkelse og udvikling af psykiatrien vil bidrage til behandlingsforløb og dokumentpraksis, både patienter og medarbejdere kan være trygge ved.

Folketinget konstaterer, at regionerne som arbejdsgiver har ansvar for at sikre et trygt arbejdsmiljø for de ansatte i psykiatrien. ,Om identifikationsnummer for personalet i psykiatrien.",2020
7706,7783,293,"Forslaget blev vedtaget. For stemte 72 (S, V, DF, KF, NB og LA), imod stemte 24 (SF, RV, EL og UFG), hverken for eller imod stemte 0.",True,,10682,3,221786.0,2021-02-10T10:00:58.88,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget tager afstand fra enhver ødelæggelse af kulturarven, herunder den vandalisme imod en buste af Frederik V, der – med deltagelse af institutlederen – i november 2020 fandt sted. Folketinget finder det uforeneligt med Det Kongelige Danske Kunstakademis Billedkunstskolers formålsbestemmelse, at medarbejdere på akademiet udøver hærværk, og noterer sig, at sagen politiefterforskes som en hærværkssag.
Folketinget bemærker med bekymring, at den tidligere rektor har erklæret sig uenig med ministeren i, hvordan de aktuelle udfordringer på Kunstakademiets Billedkunstskoler skal håndteres, og noterer sig, at samarbejdet med den tidligere rektor er afbrudt. Folketinget noterer sig endvidere, at ministeren efterfølgende har iværksat en uvildig undersøgelse samt nedsat et udvalg til planlægning af den fremtidige organisering.
Folketinget opfordrer regeringen til ar sikre, at Kunstakademiets Billedkunstskoler som uddannelsesinstitution fastholder et kunstnerisk højt niveau i undervisningen ved bl.a. at oprette en kompetent og fagkyndig bestyrelse på Kunstakademiets Billedkunstskoler.",Om at sikre åndsfriheden på kunstakademiet.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 72 (S, V, DF, KF, NB og LA), imod stemte 24 (SF, RV, EL og UFG), hverken for eller imod stemte 0.,Folketinget tager afstand fra enhver ødelæggelse af kulturarven, herunder den vandalisme imod en buste af Frederik V, der – med deltagelse af institutlederen – i november 2020 fandt sted. Folketinget finder det uforeneligt med Det Kongelige Danske Kunstakademis Billedkunstskolers formålsbestemmelse, at medarbejdere på akademiet udøver hærværk, og noterer sig, at sagen politiefterforskes som en hærværkssag.
Folketinget bemærker med bekymring, at den tidligere rektor har erklæret sig uenig med ministeren i, hvordan de aktuelle udfordringer på Kunstakademiets Billedkunstskoler skal håndteres, og noterer sig, at samarbejdet med den tidligere rektor er afbrudt. Folketinget noterer sig endvidere, at ministeren efterfølgende har iværksat en uvildig undersøgelse samt nedsat et udvalg til planlægning af den fremtidige organisering.
Folketinget opfordrer regeringen til ar sikre, at Kunstakademiets Billedkunstskoler som uddannelsesinstitution fastholder et kunstnerisk højt niveau i undervisningen ved bl.a. at oprette en kompetent og fagkyndig bestyrelse på Kunstakademiets Billedkunstskoler.,Om at sikre åndsfriheden på kunstakademiet.",2020
7707,7784,294,"Forslaget blev vedtaget. For stemte 96 (S, V, DF, SF, RV, EL, KF, NB, LA og UFG), imod stemte 0, hverken for eller imod stemte 0.",True,,10682,3,221145.0,2021-02-10T10:01:03.187,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget finder, at det er en parlamentarisk kerneopgave at føre kontrol med regeringens arbejde, og noterer sig i den forbindelse, at der med Udvalget for Forretningsordenens beretning af 21. december 2020 er lagt op til at etablere undersøgelsesformer med særlig parlamentarisk forankring i et granskningsudvalg, herunder granskningskommissioner.
Folketinget ønsker løbende at overveje, om de eksisterende muligheder for at føre parlamentarisk kontrol er tilstrækkelige, og om der er behov for at supplere disse.
Folketinget finder derfor, at relevante modeller for styrkelsen af uafhængig og kvalificeret bistand vedrørende grundlovsmæssige spørgsmål – herunder et muligt forfatningsråd – bør undersøges i regi af UFO, og forpligter regeringen på at bidrage til dette.",Om oprettelse af et forfatningsråd.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 96 (S, V, DF, SF, RV, EL, KF, NB, LA og UFG), imod stemte 0, hverken for eller imod stemte 0.,Folketinget finder, at det er en parlamentarisk kerneopgave at føre kontrol med regeringens arbejde, og noterer sig i den forbindelse, at der med Udvalget for Forretningsordenens beretning af 21. december 2020 er lagt op til at etablere undersøgelsesformer med særlig parlamentarisk forankring i et granskningsudvalg, herunder granskningskommissioner.
Folketinget ønsker løbende at overveje, om de eksisterende muligheder for at føre parlamentarisk kontrol er tilstrækkelige, og om der er behov for at supplere disse.
Folketinget finder derfor, at relevante modeller for styrkelsen af uafhængig og kvalificeret bistand vedrørende grundlovsmæssige spørgsmål – herunder et muligt forfatningsråd – bør undersøges i regi af UFO, og forpligter regeringen på at bidrage til dette.,Om oprettelse af et forfatningsråd.",2020
7708,7785,295,"Forslaget blev vedtaget. For stemte 62 (S, V, KF og LA), imod stemte 34 (DF, SF, RV, EL, NB og UFG), hverken for eller imod stemte 0.",True,,10682,3,221346.0,2021-02-10T10:01:07.053,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget noterer sig, at der efter regeringens opfattelse er behov for løbende at være opmærksom på udviklingen ved Den Europæiske Menneskerettighedsdomstol (domstolen), og navnlig når det gælder domstolens fortolkning af Den Europæiske Menneskerettighedskonvention (EMRK) i de konkrete sager. Regeringen arbejder for i videst muligt omfang at begrænse domstolens aktivisme, herunder ved at intervenere i de principielle sager, som behandles ved Storkammeret i domstolen. Regeringen bør videreføre Københavnererklæringens styrkede fokus på, at Danmark bliver ved med at udfordre domstolens fortolkning af EMRK, og fortsætte dialogen om og med domstolen fremadrettet.",Om Den Europæiske Menneskerettighedsdomstol.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 62 (S, V, KF og LA), imod stemte 34 (DF, SF, RV, EL, NB og UFG), hverken for eller imod stemte 0.,Folketinget noterer sig, at der efter regeringens opfattelse er behov for løbende at være opmærksom på udviklingen ved Den Europæiske Menneskerettighedsdomstol (domstolen), og navnlig når det gælder domstolens fortolkning af Den Europæiske Menneskerettighedskonvention (EMRK) i de konkrete sager. Regeringen arbejder for i videst muligt omfang at begrænse domstolens aktivisme, herunder ved at intervenere i de principielle sager, som behandles ved Storkammeret i domstolen. Regeringen bør videreføre Københavnererklæringens styrkede fokus på, at Danmark bliver ved med at udfordre domstolens fortolkning af EMRK, og fortsætte dialogen om og med domstolen fremadrettet.,Om Den Europæiske Menneskerettighedsdomstol.",2020
7709,7786,296,"Forslaget blev vedtaget. For stemte 79 (S, V, DF, RV, KF, NB og LA), imod stemte 17 (SF, EL og UFG), hverken for eller imod stemte 0.",True,,10682,3,221535.0,2021-02-10T10:45:36.073,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget støtter det ultimative mål om en verden uden atomvåben i fuld overensstemmelse med ikkespredningstraktaten (NPT) og med Danmarks forpligtelser i NATO. NATO udgør fundamentet for dansk sikkerhed. Så længe atomvåben findes, er der ingen anden mulighed, end at NATO forbliver en nuklear alliance.

Folketinget finder som øvrige NATO-lande, at traktaten om forbud mod atomvåben ikke vil bidrage til bestræbelserne om nedrustning og ikkespredning, da den er uden deltagelse af atommagterne og uden troværdig verifikationsmekanisme. Traktaten risikerer at skabe splittelse og forringe udsigten til fremdrift under NPT.

Folketinget finder, at NPT fortsat udgør hjørnestenen i global nuklear nedrustning og ikkespredningsbestræbelser og vedbliver at være den eneste troværdige vej mod nuklear nedrustning.

Folketinget opfordrer regeringen til under den kommende gennemgangskonference for NPT at arbejde for at bevare og styrke dette regime.","Om ratifikation af FN-traktat, som forbyder atomvåben.",2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 79 (S, V, DF, RV, KF, NB og LA), imod stemte 17 (SF, EL og UFG), hverken for eller imod stemte 0.,Folketinget støtter det ultimative mål om en verden uden atomvåben i fuld overensstemmelse med ikkespredningstraktaten (NPT) og med Danmarks forpligtelser i NATO. NATO udgør fundamentet for dansk sikkerhed. Så længe atomvåben findes, er der ingen anden mulighed, end at NATO forbliver en nuklear alliance.

Folketinget finder som øvrige NATO-lande, at traktaten om forbud mod atomvåben ikke vil bidrage til bestræbelserne om nedrustning og ikkespredning, da den er uden deltagelse af atommagterne og uden troværdig verifikationsmekanisme. Traktaten risikerer at skabe splittelse og forringe udsigten til fremdrift under NPT.

Folketinget finder, at NPT fortsat udgør hjørnestenen i global nuklear nedrustning og ikkespredningsbestræbelser og vedbliver at være den eneste troværdige vej mod nuklear nedrustning.

Folketinget opfordrer regeringen til under den kommende gennemgangskonference for NPT at arbejde for at bevare og styrke dette regime.,Om ratifikation af FN-traktat, som forbyder atomvåben.",2020
7710,7787,297,"Forslaget blev vedtaget. For stemte 79 (S, V, DF, RV, KF, NB og LA), imod stemte 17 (SF, EL og UFG), hverken for eller imod stemte 0.",True,,10682,3,221827.0,2021-02-10T10:45:38.757,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Regeringen opfordres til – i samarbejde med Europa-kommissionen, andre landes regeringer og industrien – at arbejde for, at produktionskapaciteten øges med henblik på distribution af flere vacciner, både nationalt og globalt.",Om nødlicenser til vacciner.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 79 (S, V, DF, RV, KF, NB og LA), imod stemte 17 (SF, EL og UFG), hverken for eller imod stemte 0.,Regeringen opfordres til – i samarbejde med Europa-kommissionen, andre landes regeringer og industrien – at arbejde for, at produktionskapaciteten øges med henblik på distribution af flere vacciner, både nationalt og globalt.,Om nødlicenser til vacciner.",2020
7711,7788,298,"Forslaget blev forkastet. For stemte 47 (S, SF, RV og UFG), imod stemte 49 (V, DF, EL, KF, NB og LA), hverken for eller imod stemte 0.",False,,10682,3,222143.0,2021-02-10T10:45:41.63,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget ønsker en sundhedsfaglig forsvarlig genåbning, i takt med at smitteudviklingen tillader det. Anbefalingerne fra Den Faglige Referencegruppe, der bygger på vurderinger af smittespredning, samfundsøkonomi, trivsel og frihed, samt prognoser for smittetal og indlæggelser, vil udgøre grundlaget for beslutningerne. Folketingets partier samt erhvervsliv og arbejdsmarkedets parter inddrages i arbejdet.",Om en plan for genåbningen af Danmark.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 47 (S, SF, RV og UFG), imod stemte 49 (V, DF, EL, KF, NB og LA), hverken for eller imod stemte 0.,Folketinget ønsker en sundhedsfaglig forsvarlig genåbning, i takt med at smitteudviklingen tillader det. Anbefalingerne fra Den Faglige Referencegruppe, der bygger på vurderinger af smittespredning, samfundsøkonomi, trivsel og frihed, samt prognoser for smittetal og indlæggelser, vil udgøre grundlaget for beslutningerne. Folketingets partier samt erhvervsliv og arbejdsmarkedets parter inddrages i arbejdet.,Om en plan for genåbningen af Danmark.",2020
7712,7789,299,"Forslaget blev forkastet. For stemte 43 (V, DF, Zenia Stampe (RV), KF, NB og LA), imod stemte 53 (S, SF, RV, EL og UFG), hverken for eller imod stemte 0.",False,Ved en fejl stemte Zenia Stampe (RV) for forslaget.,10682,3,222141.0,2021-02-10T10:45:44.457,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget pålægger, med udgangspunkt i den faglige referencegruppes anbefalinger, regeringen omgående at foretage yderligere beregninger på samt en lancering af en genåbningsplan for Danmark, herunder at se på mulighederne for at inddrage tests med henblik på en gradvis lempelse af restriktionerne for uddannelser, erhvervsliv, frihedsrettigheder m.v.",Om en plan for genåbningen af Danmark.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 43 (V, DF, Zenia Stampe (RV), KF, NB og LA), imod stemte 53 (S, SF, RV, EL og UFG), hverken for eller imod stemte 0.,Folketinget pålægger, med udgangspunkt i den faglige referencegruppes anbefalinger, regeringen omgående at foretage yderligere beregninger på samt en lancering af en genåbningsplan for Danmark, herunder at se på mulighederne for at inddrage tests med henblik på en gradvis lempelse af restriktionerne for uddannelser, erhvervsliv, frihedsrettigheder m.v.,Om en plan for genåbningen af Danmark.",2020
7713,7790,300,"Forslaget blev forkastet. For stemte 16 (RV, EL og UFG), imod stemte 80 (S, V, DF, SF, KF, NB og LA), hverken for eller imod stemte 0.",False,,10682,3,222155.0,2021-02-10T10:45:47.26,Møde i salen,Afholdt,Møde i salen,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget ønsker en sundhedsfaglig forsvarlig genåbning, i takt med at smitteudviklingen tillader det. 
Nedlukningen har store konsekvenser for trivsel, mental og fysisk sundhed, særlig hos sårbare og udsatte. Det er vigtigt, at genåbningen har fokus på disse, og at ikke kun erhvervsliv og arbejdsmarkedets parter, men også sociale organisationer inddrages.",Om en plan for genåbningen af Danmark.,2020-10-06T12:00:00,2021-10-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 16 (RV, EL og UFG), imod stemte 80 (S, V, DF, SF, KF, NB og LA), hverken for eller imod stemte 0.,Folketinget ønsker en sundhedsfaglig forsvarlig genåbning, i takt med at smitteudviklingen tillader det. 
Nedlukningen har store konsekvenser for trivsel, mental og fysisk sundhed, særlig hos sårbare og udsatte. Det er vigtigt, at genåbningen har fokus på disse, og at ikke kun erhvervsliv og arbejdsmarkedets parter, men også sociale organisationer inddrages.,Om en plan for genåbningen af Danmark.",2020
